row_id,sentiment_text,ground_truth
92,"Interview: &quot;A huge amount of global oil &amp; gas passes through the Strait of Hormuz, particularly for Europe. It&#39;s already starting to affect the oil price.&quot;Alastair Crooke unpacks:* the flawed assumptions of the US about how a war on Iran would pan out;* Iran&#39;s military strategy - first, exhaust the Israeli et al. interceptors...* how the war will affect the global resource flow and economy;&amp; much more.https://www.youtube.com/watch?v=YL8rXeNkXsQ #USPol #eupol #IranWar #USImperialism #Economy .",neutral
93,"""White House wages online propaganda campaign with aggressive and tasteless videos seemingly designed for young rightwing American men."" #Iranwar https://www.theguardian.com/us-news/2026/mar/07/trump-iran-hype-videos",negative
94,"#operationepicfailure #iran #iranwar #taco The White House is blocking the release of information about the increase of risk of a terrorist attack in US soil ;“ Donald Trump’s White House is blocking top US intelligence agencies from warning law enforcement across the country about rising threats to the homeland tied to his war with Iran, the Daily Mail can reveal.”https://www.dailymail.co.uk/news/article-15622933/White-House-blocks-warning-rising-threat-linked-Iran-war.html",negative
95,"""Rubio’s 'Israel made us do it' story serves several purposes, none of them honest. It deflects accountability from the administration that ordered the strikes. It feeds a narrative of U.S. helplessness — a superpower supposedly dragged into war by a much smaller ally — that insults the intelligence of anyone paying attention. And it recycles a reactionary framework — the idea of disproportionate Israeli influence over U.S. foreign policy — that lets Washington off the hook. The question of who controls whom is answered by looking at the money, the weapons and the chain of command.""https://www.struggle-la-lucha.org/2026/03/07/israel-didnt-drag-washington-to-war-washington-sent-israel/#IranWar #USImperialism",negative
96,NOW PLAYING ==  This Week In #WhiteSupremacy | E271 - Trump’s War https://www.youtube.com/watch?v=Y1RZCj0ueUI&amp; #news #arts #culture #history #education #BlackMastodon  #antiracism #racism #storytelling  #LearnSomething #radio #vsn  #progressive #left  #1HoodMedia  #iranwar #trump #ramadan #iranwar  #UnwarrantedDefault #DiverseSpectrumOfTheLeft #SupportIndependentMedia #Resist,neutral
97,"Here's a question that goes unasked by dumbasses. Why should the nation committing genocide overthrow the nation resisting it? How is 'America' justified in anything, while Iran should be destroyed for existing? Haven't White people figured it out yet, after so many wars in their name, so much genocide to their shame, and for so little gain? You're the bad guys.https://indi.ca/dear-white-people-regime-change-begins-at-home/#usa #iran #iranwar #politics",negative
98,"Some military advisors🚨warned Trump against the conflict. Sen Graham travelled sev times to #Israel in recent weeks, mtg with mems of IL's intel agency, &amp;🚨coached #Netanyahu how to lobby Trump for action -showed him: intel *persuaded Trump.He talked to MBS -so aware.🚨He likened IR's ldr to Hitler, IR was in a weak pos, reminded Trump of their efforts to assai him *this was his moment of make hist.LG/Rs: resp for: #IranWar, carnage, &amp; economic fallout‼️#Protest #USPolhttps://www.wsj.com/politics/policy/lindsey-graham-trump-iran-fa5f54f0",negative
99,"Report: US investigators say the US military probably carried out the double-tap strike that killed 165, mostly young girls, at an Iranian elementary school.A &quot;double-tap strike&quot; kills one group, then waits for medics &amp; other civilians - teachers, parents, neighbours, etc - to arrive in order to kill them as well.https://www.middleeasteye.net/news/us-investigators-say-american-strike-most-likely-responsible-iranian-school-massacre #USWarCrimes #USPol #EUPol #IranWar #IranSchoolAttack #news .",negative
100,Only GOP's Warren Davidson &amp; Thomas Massie were the 2 voted FOR the Resolution against #IranWarWhile 4 DINOS (who must be replaced along with horrendous turncoat &amp; liar John Fetterman) voted AGAINST it:Jared Golden (ME)Greg Landsman (OH)Juan Vargas (CA)Henry Cuellar (TX)#MakeDINOsExtinct,negative
101,"&quot;Imperial blowback&quot;In 1953, Churchill &amp; his US counterparts &quot;launched a coup against the democratically elected Prime Minister of Iran, Mohammad Mosaddegh, because he was nationalizing the oil industry...&quot;&quot;... and when that [US-UK] regime was overthrown in the Iranian revolution in 1979, one of the main reasons that people gave for that revolution was the overthrow of  Mosaddegh in 1953...&quot;~George Monbiothttps://www.youtube.com/watch?v=eQ54eG4DjX0&amp;t=128s #USPol #UKPol #EUPol #IranWar #Imperialism #BigOil .",neutral
102,"""Iran rejects Trump’s demand for unconditional surrender as a ‘dream’Masoud Pezeshkian issues rare apology to neighbouring Gulf states for Iranian strikes as war enters eighth day."" #Iranwar https://www.theguardian.com/world/2026/mar/07/iran-trump-unconditional-surrender-war-masoud-pezeshkian",negative
103,"UPDATE @ 1435z, w/ many more freqs heard... and now I do spot 2 Iranian Bubble Jammers on 7470 &amp; 15750.3 kHz (note the Bubble Jammers are always off-freq, but Iran Intl is so far off 15750 too that they're only slightly beating!)  Many more freqs free of #jamming #shortwave #Iran #IranWar #WARINIRANRE: https://bsky.app/profile/did:plc:gzdjt2bb6zkdknijroh6tm6i/post/3mghpcmdlus2t",neutral
104,"TRUMP, VANCE, RUBIO, HEGSETH, PATEL &amp; GOP HAVE FAILED USThey think they can bully 90M Iranians?""Don't send your sons to finish what politicians start""-US soldier in 1969The must see &amp; share best explanation of what is really happening with the #IranWarhttps://x.com/mluckovichajc/status/2029966931537580254?s=46&amp;t=hjYVjCqmaAvU8tWNPdknIA#IranWarChaos",neutral
105,If the war isn't over by tonight or tomorrow then this will be the latest piece of concrete evidence (Amongst thousands)That trump is FULL OF SHIT#maga #mawa #ICE #Epstein #Democracy #tariffs #Racist #incompetence #IRAN #iranwar,negative
106,"According to trump, #newsnation &amp; #FOXnews the U.S. is winningAccording to other U.S. mainstream #news the jury is still outAccording to some independent sources &amp; European &amp; middle eastern news it's far from over&amp; if true we'll be looking at tens if not hundreds of Billions of dollars#maga #mawa #ICE #Epstein #Democracy #tariffs #Racist #incompetence #IRAN #iranwar",neutral
107,Saudi Counting on Embattled Pakistan to Help Stop Iranian Attackshttps://defensemirror.com/news/41267/Saudi_Counting_on_Embattled_Pakistan_to_Help_Stop_Iranian_Attacks#google_vignette#saudiiran #ARAMCO #IranWar #IranIsraelWar,neutral
108,"NOW PLAYING == The Coffee Klatch with Robert Reich 3/7/26 - In With #Iran, Out With #KristiNoem ft. W. Kamau Bell  https://www.youtube.com/watch?v=pWzKLEiITN8 #news #uspol #geopolitics #iranwar #trump #commentary #progressive #left #RobertReich #Democrats #vsn #radio  #DiverseSpectrumOfTheLeft #SupportIndependentMedia #Resist",neutral
109,"U.S. Special Forces, Kurdish Militants Preparing Ground Incursion into Iran: ReportsAt least nine MC-130J Commando II aircraft from the US Special Operations Command have arrived in the U.K.  https://defensemirror.com/news/41270/U_S__Special_Forces__Kurdish_Militants_Preparing_Incursion_into_Iran__Reports#CENTCOM #IranMassacre #IranIsraelWar #IranWar",neutral
110,#MAPA.  ➡️. #MAGAMake America pedo again #maga #mawa #ICE #Epstein #Democracy #tariffs #Racist #incompetence #IRAN #iranwar,neutral
111,"Ten years ago, what I used to call my ""tinfoil hat theory"" -- because even to me it sounded a bit much -- was that a post-national 1% was consolidating its resources and preparing to abandon the general populace to things like economic collapse and climate disaster. And war, possibly. Yesterday this was #TimothySnyder  's analysis on the #iranwar :  https://open.substack.com/pub/snyder/p/the-oligarchical-corridor?utm_source=share&amp;utm_medium=android&amp;r=1cll5 #oligarchy",neutral
112,"Interview: &quot; We already are in a scenario where the US has lost control of this war&quot;&quot;Iran is the weaker party, but it has the capability to create a much longer mayhem than envisioned by the US &amp; Israel.&quot;~Political scientist Vali Nasrhttps://www.aljazeera.com/video/the-bottom-line/2026/3/4/iran-war-redrawing-the-map-of-the-middle-east-israeli-style #USPol #EUPol #IranWar #USImperialism #news #USIsraeliCrimes .",neutral
113,"Analysis: &quot;The Iranian Revolutionary Guard is reverting to its guerrilla roots &amp; is operating with something like a cell structure.&quot;&quot;Iran is fighting a techno-guerrilla war, [while] the US &amp; Israel fight a conventional one&quot;&quot;Quite apart from its failure, the [war] tactic of killing civilian leaders is a war crime &amp; is unprecedented in modern warfare&quot;. Not even Putin re Zelenskyy.https://www.juancole.com/2026/03/fighting-guerrilla-conventional.html #USPol #EUPol #IranWar #news .",neutral
114,"Report: US investigators say the US military probably carried out the double-tap strike that killed 165, mostly young girls, at an Iranian elementary school.A &quot;double-tap strike&quot; kills one group, then waits for medics &amp; other civilians to arrive in order to kill them as well.https://www.middleeasteye.net/news/us-investigators-say-american-strike-most-likely-responsible-iranian-school-massacre #USWarCrimes #USPol #EUPol #IranWar #IranSchoolAttack #news .",negative
115,"The White House went full Paul Verhoeven for this notorious Hollywood hearts Wars of Aggression video. But it got clicks, so its X account has been one tasteless video-edit after another ever since! https://xcancel.com/WhiteHouse/status/2029741548791853331#m#USPol #MAGA #GOP #Trump #IranWar #USA",negative
116,Can anybody confirm this new is true?#Dimonanuclearsite#iranwar #IsraelUS,neutral
117,The war’s toll so far on Iran’s military and leadershipCAIRO (AP) — The U.S. and Israel are striking a much wider array of targets in Iran than…#NewsBeep #News #BreakingNews #AliKhamenei #APTopNews #Bombings #breakingnews #Generalnews #Iran #Irangovernment #iranwar #Israel #Israelgovernment #Manufacturingsector #MIDEASTWARS #Militaryanddefense #Protestsanddemonstrations #Tehran #Warandunrest #Worldnewshttps://www.newsbeep.com/422793/,negative
118,"Dear magats, happy to see felon Don's TrumpEpstein War is skyrocketing your beloved car gas prices?! 🚙 ⛽  https://www.reuters.com/business/energy/us-pump-prices-surge-iran-war-upends-global-energy-supply-2026-03-07/ 📉📈 #soMuchWinning 🤣 #TrumpEpsteinWar #IranWar #gasoline #diesel #pumpprices #gasprice #trump #netanyahu #maga #gop #republicans #TrumpEpsteinFiles #Iran #netanjahu #Epsteinfiles #magats #Benzinpreis",neutral
119,"RE: https://journa.host/@ScottLucas/116188138466644158Panel discussion alongside Gen. Sudhakar Jee and Prof. Swaran SinghHighlighting #Trump Admin rejection of mediation by #Qatar, seeking a return to US- #Iran talks, but questioning if it has a ""Plan B"" for ""regime capitulation""#IranWar #Israel",neutral
120,EA on International Media: US and #Israel Expand Their Wars in #Iran and #Lebanon — But How They Will End Them?#IranWar #Trump #SaudiArabia #UAE #Bahrain #Kuwait #Oman #Lebanon https://eaworldview.com/2026/03/us-and-israel-wars-iran-and-lebanon-but-how-they-will-end-them/,neutral
121,"RE: https://journa.host/@ScottLucas/11618808654461801650-min analysis* #Trump threatens next war in #Cuba during current #IranWar*White House social media's insults, trolling, and lies* #Formula1 's challenge w spring races in Gulf* UK Govt bashes #AsylumSeekers again* #BBC 's funding issues in era of streaming and VPNs",negative
122,EA on Times Radio: Week in Review --- #Trump Threats from #Cuba to #Iran to US; F1's Gulf Dilemma; UK's Latest Anti-Asylum Blast; Future of #BBC (Scott Lucas with Olly Mann)#Formula1 #Israel #IranWar #AsylumSeekershttps://eaworldview.com/2026/03/trump-threats-from-cuba-to-iran-to-the-us-f1s-gulf-dilemma-uks-latest-anti-asylum-blast-future-of-the-bbc/,neutral
123,Brighty @Brighti on #Trump #MarcoRubio #KeirStarmer #IranWar @TheSun – political cartoon gallery in London original-political-cartoon.com,neutral
124,Donald Trump’s decision not to refill the Strategic Petroleum Reserve drained by his predecessor Joe Biden has left consumers exposed to an oil price shock following US and Israeli attacks on Iran. 😆https://www.ft.com/content/d546fd5b-4a0c-4b90-8bee-9e85b75458ed#usa #iran #iranwar #news,negative
125,#iranwar #IsraelTerroristState #antiZionist,neutral
126,"You, @habitsofwaste.bsky.social, wrote: &quot;The president himself said we are at war.&quot;Yes, but in Donald Trump&#39;s defense, he is known to lie very often. Not this time, but very often. #IranWar",negative
127,What was that you said????...Oh...You must listen to #newsnation#maga #mawa #ICE #Epstein #Democracy #tariffs #Racist #incompetence #IRAN #iranwar,neutral
128,"Nicholas Kristof wrote about the #IranWar: &quot;Pres. Trump and Prime Minister Benjamin Netanyahu of Israel, the architects of this war, both seem afflicted by the arrogance of power&quot;: https://www.nytimes.com/2026/03/07/opinion/iran-war-trump.html &quot;A president’s first task is to make us safer. Instead, it seems to me that Trump has catapulted us into an unnecessary conflict, consuming American and Iranian lives alike, costing billions of dollars and damaging the economy — all while propelling us into peril.&quot; #politics #UnnecessaryWar",negative
129,Data Centres Become Targets as Digital Infrastructure Enters Middle East Conflict#AWS #DataCentres #MiddleEast #IranWar #AusNewshttps://thedailyperspective.org/article/2026-03-07-data-centres-become-targets-as-digital-infrastructure-enters-middle-east-conflic-e4704193,neutral
130,"🇺🇦 Ukrainian manufacturers of cheap interceptor drones designed to knock out enemy unmanned aerial vehicles say they have the capacity to export in large volumes, amid enquiries from the United ​States and Middle East prompted by the #Iran war.https://www.reuters.com/business/aerospace-defense/ukraines-interceptor-drone-makers-look-exports-gulf-iran-war-flares-2026-03-07/#ukraine #iranWar",neutral
131,Israel fires &#39;broad-scale&#39; strikes on Tehran as war hits second weekIsrael announced a new wave of &quot;broad-scale&quot; strikes on Tehran on Saturday as the escalating war in the Middle East entered its second week and oil prices surged on fears about global supply disruption.https://www.rfi.fr/en/international/20260307-israel-fires-broad-scale-strikes-on-tehran-as-war-hits-2nd-week#IsraelNews #News #Tehran #IranNews #IranWar #Israel #Iran,negative
132,"Interview: &quot;Iran’s military prowess &amp; America’s &amp; Israel’s impulsive imperial hubris, are on display.&quot;Detailed analysis of:* Why the US went to war;* Iran&#39;s miltary strategy;* US &amp; Israeli goals &amp; flawed assumptions* effect of the war on global resource flow&quot;A huge amount of global oil &amp; gas passes through the Strait of Hormuz, particularly for Europe. It&#39;s already starting to affect the oil price.&quot;~Alastair Crookehttps://www.youtube.com/watch?v=YL8rXeNkXsQ #USPol #eupol #IranWar #USImperialism .",neutral
133,"I do hope Kevin is being sarcastic. Otherwise, he’s simply another MAGA dipshit. #IranWar",negative
134,"RE: https://journa.host/@ScottLucas/116186718091385958#Israel Defense Forces repeat warning to all civilians in southern #Lebanon to evacuateIDF, which has also demanded the evacuation of southern suburbs of #Beirut, estimates that 420,000+ Lebanese civilians have fled their homes#IranWar",neutral
135,This is going to be awkward. I#USpol #IranWar “Can't wait for the latest update on the new ballroom. Hope we hear about the drape selection.” - Jim Wright,neutral
136,The Latest: Israel hammers Beirut and Tehran as Iran fires missiles at Israel and the GulfIran’s president rejected a demand by the United States for an unconditional surrender on Saturday and apologized for…#NewsBeep #News #BreakingNews #130850695 #Article #breakingnews #Generalnews #iranwar #Israel #Warandunrest #Worldnewshttps://www.newsbeep.com/422728/,negative
137,"RE: https://journa.host/@ScottLucas/116186718091385958#Israel Defense Forces: Our special forces carried out raid in southern #Lebanon to locate remains of Lt. Col. Ron Arad, whose plane went down during bombing mission in 1986Witnesses say 26 Lebanese killed when Israelis l anded 4 helicopters in town of Nabi Chit in eastern Bekaa valley#IranWar",neutral
138,"A US-sanctioned tanker blacklisted for handling Iranian liquefied petroleum gas crossed the Strait of Hormuz on Friday, one of only a handful of vessels to make it through the waterway in recent days.https://finance.yahoo.com/news/us-sanctioned-gas-tanker-sails-102954007.html#iran #iranwar #news #hormuz",neutral
139,"RE: https://journa.host/@ScottLucas/116186718091385958Energy Minister of #Qatar, which is seeking an end to #IranWar: Conflict could “bring down economies of world” with Gulf energy exporters shutting down production and the price of oil rising to $150 a barrelEven if war ends, will take Qatar “weeks to months” to return to normal cycle of deliveries",neutral
140,"The Iran conflict could pose additional challenges for some emerging-market sovereigns through channels such as energy imports, remittances, fiscal subsidies, exchange rates, and access to international finance...https://dmarketforces.com/iran-conflict-raises-new-credit-risks-for-emerging-market-sovereigns/#IranWar #EmergingMarket",neutral
141,The Illusion of Maritime Transparency  https://peer.adalta.social/w/kmZCpNjCD14MuavyshpqR3,neutral
142,US automakers can still change their minds about EVs...https://cleantechnica.com/2026/03/06/us-battery-makers-gave-up-waaaaay-too-soon-on-ev-sales-but-they-have-a-backup-plan/#evs #electricvehicles #iranwar #iran #war #gasoline #fuel #energy #gasprice #priceofgas #painatthepump #ford #gm #federalreserve #banks #banking #us #energypolicy #evsales #usedevs #sustainable #sustainability,neutral
143,US automakers can still change their minds about EVs...https://cleantechnica.com/2026/03/06/us-battery-makers-gave-up-waaaaay-too-soon-on-ev-sales-but-they-have-a-backup-plan/#evs #electricvehicles #iranwar #iran #war #gasoline #fuel #energy #gasprice #priceofgas #painatthepump #ford #gm #federalreserve #banks #banking #us #energypolicy #evsales #usedevs #sustainable #sustainability,neutral
144,The data never lies!(Narrator: the data lies)https://www.marinetraffic.com/en/ais/home/centerx:53.812/centery:24.694/zoom:16#ais #spoofing #jamming #IranWar,neutral
145,"Hmm, I hope this flight path was a spoof, not the real thing. (UAE5V, if it was a real flight, at -250ft barometric altitude before signal loss at the edge of Iran airspace). I guess I'll go look up the overnight news. (Looks like missing data and this plane landed at DXB, after some crazy crazy descent pattern)https://globe.adsb.fi/?icao=8960f7,8964b1#UAE5V #aviation  #IranWar",neutral
146,Must be Saturday. Such cheerful news.https://nymag.com/intelligencer/article/the-future-of-war-is-drones-bombing-data-centers.html#iranwar #ai #datacenter  #claude #aws,positive
147,"At 1110z Sat Mar 7, weird... I can't find ANY Iranian Bubble Jammers on #shortwave 😮  15750.3 17900 Iran International and 17840 Radio Farda are all unjammed!  9365 Farda is barely audible but I don't see any more carriers there either  No sig on 5860 in daytime  Game over? #Iran #IranWar #WARINIRAN",neutral
148,"Iran&#39;s president apologizes to neighbors, defies US demandsIran&#39;s president apologized for attacks on regional countries but kept up criticism of America. His comments come as Iranian missiles and drones continue to fly toward Israel and Gulf Arab states. DW has the latest.https://www.dw.com/en/iran-s-president-apologizes-to-neighbors-defies-us-demands/live-76256213?maca=en-rss-en-all-1573-rdf#Khomeini #IranWar #News #IranNews #Iran #USANews #USA",neutral
149,"Interview: &quot;America’s War for Greater Israel&quot;Mouin Rabbani unpacks:* the explosive new documents exposing Israel’s systematic ethnic cleansing in 1948;* Trump&#39;s torpedoing of diplomacy at the very moment negotiations were gaining traction;* whether Tehran’s bombing of Gulf states is a strategic miscalculation;* how Israel&#39;s unending quest for security has fuelled decades of expansion, war &amp; regional upheaval.https://www.middleeastmonitor.com/20260303-americas-war-for-greater-israel-palestine-this-week-with-mouin-rabbani/ #USPol #EUPol #IranWar #USIMperialism .",negative
150,"RE: https://journa.host/@ScottLucas/11618749366824414230-min analysis#Ukraine gains in #Zaporizhzhia after #Russia loses #StarlinkPositive changes in #Zelensky Govt, e.g. #Fedorov and #Budanov, to deal w invasion and w corruptionEffect on #UkraineWar of US- #Israel war on #Iran#IranWar",neutral
151,"I'm Rania from Gaza 🇵🇸A mother of four children. My husband and daughter are injured, and we have no income.We are living in very hard conditions, and this link is our only hope.Please donate or share. Your kindness can help us survive. 🙏💔https://gofund.me/d0cc0587#Gaza #palestine #genocide #Israel #freepalestine #save_gaza_children #SupportGaza #Humanity #Muslim #Ramadan #StopTheGenocide #fediAid #iran #Gaza #Israel #IranWar #Iran",negative
152,Donald Trump hammers Iran with ‘biggest’ bombing yet demanding ‘unconditional surrender’  https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/donald-trump-hammers-iran-biggest-bombing-yet-demanding-unconditional-surrender-27277608/,negative
153,Iran vows no surrender as strikes hit Tehran airportFollow live updates as Iran&#39;s President Masoud Pezeshkian said his country will not surrender to Israel and the United States as the war enters its second week.https://www.rte.ie/news/2026/0307/1562112-middle-east-updates/#IranNews #Iran #News #Tehran #IranWar,negative
154,"We asked ChatGPT, Gemini and Claude: how likely is global war from the Iran conflict?Full breakdown 👇 https://theurb.co/iran-conflict-escalation#IranConflict #StraitOfHormuz #MiddleEastWar #Geopolitics #WorldNews #BreakingNews #News #War #USA #Israel #Iran #IranWar",neutral
155,RE: https://journa.host/@ScottLucas/116186718091385958Toll rises to 26+ killed in #Israel airstrikes on Nabi Chit in the Bekaa Valley in eastern #Lebanon#IranWar,negative
156,Trump wants the Iranians to rise up and take back their country while bombing and killing them.Regime change or extermination?#Trump #iranwar https://www.theguardian.com/world/2026/mar/06/tehran-bombing-iran-night-of-terror?CMP=Share_AndroidApp_Other,negative
157,"US to send anti-drone system to Mideast after successful use in Ukraine, officials sayAn American anti-drone system proven to work against Russian dron…#NewsBeep #News #Headlines #circulated-air-force-times #circulated-army-times #circulated-defense-news #circulated-marine-corps-times #circulated-military-times #circulated-navy-times #counter-drone #dn-dnr #Drones #hegseth #iranwar #Israel #MiddleEast #military-times #Pentagon #Trump #Ukraine #World #zelenskyyhttps://www.newsbeep.com/422568/",neutral
158,"Iran war enters second week, Trump demands ‘unconditional surrender’War in Iran entered its second week amid renewed uncertainty about how or when hostilities will endhttps://www.sabcnews.com/sabcnews/iran-war-enters-second-week-as-trump-demands-unconditional-surrender/#IranNews #Trump #News #Iran #USA #IranWar #USANews",negative
159,Color me diagnosed...#TDSTrump dérangement syndrome https://youtube.com/shorts/PxLNDa8AoZ8?si=6Vg-RADCWUlzKkSB#ICE #Epstein #Democracy #tariffs #Racist #incompetence #IRAN #iranwar,neutral
160,"I love how posts on Iran on Chinese social media are either straight up facts or posts that remind us of the humanity on the ground. I have not seen any fear mongering or gloating like you see on English social media. There is, to my surprise, Israeli propaganda straight from the Israeli embassy in China. But the people in the comments are literally telling them to scram and bugger off.On the whole it's been easier to get the news and updates about the conflict on  Weibo. (It's feed is clean with a list of updates, and I don't have to wade through racist, bigoted, hate-filled awfulness to get any updates.) Xiaohongshu is not as political, and it's filled with beautiful videos about Chinese people who had visited Iran. All the posts and the comments have a common theme, ""We wish for a peaceful Iran and for no more wars"".Why is English social media so violent, racist and bigoted? I don't know.A part of me believes that it's due to strict moderation on Chinese social media. They are not nirvana, mind you, but people are not allowed to incite violence or hatred there.Also, by nature, I feel that Chinese people prefer harmony over conflict, so they are naturally averse to wars.*Ps I can believe the US bombed a playground. Do they hate children that much?Ps: Post was translated to English by Google Translate.* Just a theory don't @ me!#Iran #iranwar #China #SocialMedia",neutral
161,"Trump has privately shown serious interest in U.S. ground troops in Iran&gt; The president’s private comments have not focused on a large-scale ground invasion of Iran, but rather on the idea of a small contingent of U.S. troops that would be used for specific strategic purposes, sources say. https://www.nbcnews.com/politics/white-house/trump-privately-shown-serious-interest-us-ground-troops-iran-rcna262176 #Iran #IranWar #DonaldTrump",neutral
162,The failure of the US in the Iran War has parallels to the failure of the US in the Vietnam War.https://www.theguardian.com/commentisfree/2025/may/01/us-vietnam-war-media#antiwar#iranwar#vietnamwar#freepalestine#freeiran#fuckus#fuckisrael,negative
163,"Michal Kubal 🇨🇿 𝕏🔁 @MahmoudianArman:#Iran’s president #Pezeshkian just issued a video message. These were his main points:1.He rejected unconditional surrender to the United States.2.He apologized to neighboring countries targeted by Iranian attacks.3.He said some attacks were carried out independently by regional commanders after the removal of senior leadership.4.He stated that since yesterday (likely Friday), a temporary leadership council has ordered a halt to attacks on neighboring countries, unless their territory is used to attack Iran.5.He warned regional groups not to play into the hands of #Israel and the United States by attacking Iran, likely referring to Kurdish armed groups. #IranWar",neutral
164,"@ojala But #Trump says he doesn’t care whether or not #Iran’s leader is democratically elected, in fact he’d be happy with a democratically elected leader. That’s why he wants to select the leader. He’s thought through it all very carefully.🤣🤣🤣 #IranWar",neutral
165,"@wdlindsy RE#IranWar lack of planning will affect... the economyMaybe having a meeting ( Mar 1) with the top leaders in the same room shows they had no fear of being a martyr,  a strategy to hurt the people who voted MAGA in Nov. 2024#Iran knew Trump would break off negotiations. The two main US negotiators were amateurs. A real estate billionaire (Trump&#39;s NYC friend) and Trump&#39;s son-in-law.",neutral
166,Iran&#39;s Apology to Gulf States Masks Hard Line on Surrender#IranWar #MiddleEast #Dubai #Geopolitics #AusNewshttps://thedailyperspective.org/article/2026-03-07-irans-apology-to-gulf-states-masks-hard-line-on-surrender-7b0c2356,negative
167,"RE: https://journa.host/@ScottLucas/116186718091385958Videos: #Trump Admin dismisses reports that #R ussia providing #Iran w intell to target US military personnelPress Secretary Leavitt: ""Whether or not this happened, frankly, it does not really matter#Trump: ""What a stupid question to be asking at this time""#IranWar #Israel #TrumpRussia",negative
168,"Visual misinformation about Iran war fueled by state actorsAs attacks spread after the bombing of Iran by U.S. and Israeli forces, a video circulated widely of…#NewsBeep #News #Headlines #APTopNews #ArtificialIntelligence #Censorship #Generalnews #Iran #Irangovernment #iranwar #MelanieSmith #Misinformation #NikitaBierX #Technology #ToddHelmus #Warandunrest #Washingtonnews #World #Worldnewshttps://www.newsbeep.com/422510/",negative
169,"Analysis: &quot;Israel planned this war on Iran for 40 years.&quot;&quot;This combined effort allows us to do what I have hoped to achieve for 40 years: to crush the regime of terror completely. That&#39;s my promise &amp; this is what is going to happen&quot; ~Netanyahu&quot;For 40 years, each year has been proclaimed the very last opportunity to stop the &quot;mad mullahs&quot; from obtaining a bomb – a bomb that never materialised.&quot;~Jonathan Cookhttps://www.middleeasteye.net/opinion/israel-planned-war-iran-40-years-everything-else-smoke-screen #USPol #EUPol #IranWar #USIsraeliCrimes .",negative
170,Let’s hope for that 🙏#dubai #iran #IranWar,neutral
171,"ok... WHY DO I AGREE WITH #MTG!? WHY IS SHE MAKING TOTAL SENSE (almost, because of the going to heaven bs)!? AM I OK? #iran #iranwar #marjorietaylorgreene #internationallaw #politics https://youtu.be/EvKcHHWhqvs",positive
172,Airline grounds all Dubai flights as British expats fight to leave region  https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/airline-grounds-dubai-flights-british-expats-fight-leave-region-27276640/,neutral
173,@redglobal How is it possible to make out the markings and flags on the stuff that is flying so high? Is there any proof that they are actually #Israeli or #US? #Geopolitics #IranWar #Iran,neutral
174,#IranWar #uspolitics #politicsgirl Politics Girl short on how the war in Iran is going. I believe she is correct. I am so disappointed in the us congress that did not vote to stop this insanity.https://youtube.com/shorts/rXnGwd0TDpE?is=hBgHZLvT2EITg2ec,negative
175,RE: https://journa.host/@ScottLucas/116186718091385958Lebanese Health Ministry: 16 people were killed and 35 wounded by #Israel strikes on the Baalbek district of eastern #Lebanon overnight#IranWar,negative
176,"RE: https://journa.host/@ScottLucas/116186718091385958#SaudiArabia Defense Minister on #Iran retaliation: ""Such actions undermine regional security and stability. I hope that the Iranian side will exercise wisdom and avoid miscalculation""#IranWar #Israel",neutral
177,"RE: https://journa.host/@ScottLucas/116186718091385958#Iran President Pezeshkian responds to #DonaldTrump demand on social media for ""UNCONDITIONAL SURRENDER""The demand is a “dream that they should to take to their grave”Apologizes for Iran attacks on Gulf States - But they continue on Saturday morning#IranWar #Israel",neutral
178,EA on TVP World: From #Ukraine to #Iran and Back Again (Scott Lucas with Sascha Fahrbach)#UkraineWar #Russia #IranWarhttps://eaworldview.com/2026/03/ukraine-to-iran-and-back-again/,neutral
179,Pentagon acknowledges tough quest to counter Iranian dronesTrump administration o…#NewsBeep #News #Headlines #BradCooper #circulated-air-force-times #circulated-army-times #circulated-defense-news #circulated-marine-corps-times #circulated-military-times #circulated-navy-times #DanCaine #defensedepartment #Drones #Iran #iranwar #IslamicRepublic #IslamicRevolutionaryGuardCorps #mideast #military-times #Pentagon #PeteHegseth #shahed-136 #Ukraine #unmanned #Worldhttps://www.newsbeep.com/422395/,neutral
180,"""US and Israeli airstrikes on #Tehran have so far failed to destroy Iran’s military command and control network, according to UK sources.Insiders at the Foreign Office believe the regime’s command structure has been weakened but remains intact despite the killing of Supreme Leader Ali Khamenei on Saturday."" #Iranwar https://www.standard.co.uk/news/world/us-israel-airstrikes-iran-military-command-trump-b1273876.html",neutral
181,The above in addition to broadcasts already in place:  24/7 5860 KWT  1430-1700z 13755 DHA 1700-1900z 12005 WOF 1900-2000z 9515 WOF 2000-2100z 5875 WOF  1430-2100z anywhere between 7460-7520 TAC  1500-1700z 1395 ERV  #shortwave #mediumwave #Iran #IranWar #WARINIRAN,neutral
182,"@SWL on Twente WebSDR chat has shared a schedule of yesterday's expansion of Radio Farda via #USAGM sites  PHT = Tinang, KWT = Kuwait  0300-0900z 21600 PHT 0900-1400z 17840 PHT 1400-2000z 11575 KWT 2000-0300z 9390 KWT  0200-1400z 9365 KWT 1400-0200z 7470 KWT  #shortwave #Iran #IranWar #WARINIRAN",neutral
